"源文件","行","函数","直接识别的API调用","状态/反馈调用","所属文件问题","证据边界"
"src/normalized-ui/CustomerExperienceManagementPanel.tsx","1066","decideSupplement","api.postEndpoint(`/api/staff/loyalty/supplement-requests/${encodeURIComponent(item.publicId)}/${decision}`, { reason, }, { idempotencyKey: `loyalty-supplement-${decision}-${crypto.randomUUID()}` })","setNotice(`${label}不足，未处理。`)
setBusy(`${decision}-${item.publicId}`)
setNotice('')
setNotice(decision === 'approve' ? '补发已复核并原子入账。' : '补发申请已驳回。')
setNotice(error instanceof Error ? error.message : '补发申请未处理')
setBusy('')","SYS-289、SYS-291、SYS-292、SYS-298、SYS-299、SYS-300、SYS-301","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CustomerPublicationPanel.tsx","115","submitProfileDraft","","setNotice({ tone: 'error', text: '请选择员工，并填写顾客公开服务名和草拟说明' })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CustomerPublicationPanel.tsx","131","publishProfile","","setNotice({ tone: 'error', text: '请先填写不少于8位的门店或人事确认编号' })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CustomerPublicationPanel.tsx","147","withdrawProfile","","setNotice({ tone: 'error', text: '撤下原因至少需要2个字' })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CustomerPublicationPanel.tsx","161","submitPolicyDraft","","setNotice({ tone: 'error', text: '请完整填写正式版本号、正文、主体、联系方式、规则版本和草拟说明' })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CustomerPublicationPanel.tsx","182","publishPolicy","","setNotice({ tone: 'error', text: '请填写法务或运营批准人，以及不少于8位的批准材料编号' })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CustomerPublicationPanel.tsx","199","withdrawPolicy","","setNotice({ tone: 'error', text: '撤下原因至少需要2个字' })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/CustomerPublicationPanel.tsx","213","mutate","","setBusy(true)
setNotice(null)
setNotice({ tone: 'success', text: await action() })
setNotice({ tone: 'error', text: message(error, '操作未完成，原数据保持不变') })
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/GroupVoucherRedemptionPanel.tsx","67","lookup","api.postEndpoint<GroupVoucherPreparePreview>( '/api/commercial-ops/vouchers/prepare', { platform, voucherCode }, )","setBusy('prepare')
setNotice(null)
setPreview(null)
setPreview(prepared)
setNotice({ tone: 'success', text: `已查询到${prepared.platformLabel}券，请核对后确认核销。` })
setNotice({ tone: 'error', text: error instanceof NormalizedApiError ? error.message : '查询失败，券尚未核销' })
setBusy('')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/GroupVoucherRedemptionPanel.tsx","89","consume","","setBusy('consume')
setNotice(null)
setPreview(null)
setCode('')
setNotice({ tone: 'success', text: `${GROUP_VOUCHER_PLATFORM_LABELS[redeemed.platform as GroupVoucherPlatformCode]??'团购'}券 ${redeemed.voucherCodeMasked} 已核销。` })
setNotice({ tone: 'error', text: error instanceof NormalizedApiError ? error.message : '核销未完成，请按平台结果核对' })
setBusy('')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/HomeContentManagementPanel.tsx","54","create","","setSelected('')
setDraft(emptyDraft())
setNotice('正在建立首页精选内容草稿。未发布前顾客端不可见。')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/HomeContentManagementPanel.tsx","55","edit","","setSelected(card.code)
setDraft(toDraft(card))
setNotice(card.status==='published'?'已发布内容需先暂停展示，再修改。':'正在编辑草稿。')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/HomeContentManagementPanel.tsx","56","update","","setDraft(current=>current===null?null:{...current,[key]:value})","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/HomeContentManagementPanel.tsx","57","save","api.putEndpoint<unknown>(endpoint,body,{idempotencyKey:key('home-content-update')})
api.postEndpoint<unknown>(endpoint,body,{idempotencyKey:key('home-content-create')})","setBusy('save')
setNotice('')
setSelected(saved.code)
setDraft(toDraft(saved))
setNotice('草稿已保存，发布前不会出现在小程序首页。')
setNotice(message(error,'草稿没有保存'))
setBusy('')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/HomeContentManagementPanel.tsx","70","action","api.postEndpoint(`/api/staff/home-content-cards/${encodeURIComponent(card.code)}/${operation}`,{ reason:operation==='publish'?'管理人员确认内容、链接与展示排期后发布':'管理人员暂停首页展示', },{idempotencyKey:key(`home-content-${operation}`)})","setBusy(`${operation}:${card.code}`)
setNotice('')
setNotice(operation==='publish'?'内容已发布；无需重新发版。':'内容已从首页撤下，可修改后重新发布。')
setNotice(message(error,operation==='publish'?'内容没有发布':'内容没有撤下'))
setBusy('')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/HomeContentManagementPanel.tsx","88","updateSupport","","setSupportDraft(current=>current===null?null:{...current,[key]:value})","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/HomeContentManagementPanel.tsx","89","saveSupport","api.putEndpoint('/api/staff/customer-experience/support-contact',{rolloutState:supportDraft.rolloutState,configuration:{phone:supportDraft.phone,phoneLabel:supportDraft.phoneLabel,wecomName:supportDraft.wecomName,wecomQrImageUrl:supportDraft.wecomQrImageUrl||null},reason:supportDraft.reason},{idempotencyKey:key('support-contact-update')})","setBusy('support')
setNotice('')
setNotice(supportDraft.rolloutState==='enabled'?'门店联系信息已发布到小程序“我的”页面。':'门店联系信息已保存为关闭状态，顾客端不会显示。')
setNotice(message(error,'门店联系信息没有保存'))
setBusy('')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/InventoryBarcodeScanner.tsx","43","accept","","setDetectedCode(code)
setCameraState('detected')
setDetail('')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/InventoryBarcodeScanner.tsx","53","cameraFailure","","setDetail(message)
setCameraState('unavailable')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/InventoryBarcodeScanner.tsx","67","startFallbackDecoder","","setDetail('已启用兼容识别，可扫描条形码或二维码。')
setDetail('摄像头已打开，但当前设备的本地识别不可用；请手工输入条码。')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/InventoryBarcodeScanner.tsx","118","start","","setCameraState('ready')
setDetail('将条形码或二维码放入框内。')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/InventoryStockCountPanel.tsx","42","decideBatch","","setNotice('请填写至少2字的批量退回原因')
setBusy(true)
setResults([])
setNotice('')
setNotice(`正在处理 ${completed.length + 1}/${counts.length}`)
setResults([...completed])
setNotice(`本批${counts.length}张：${succeeded}张已${action === 'approve' ? '通过' : '退回'}，${counts.length - succeeded}张未完成。具体结果见下方。`)
setSelected([])
setRevision(value => value + 1)
setNotice(current => `${current} 库存汇总暂未刷新，请刷新核对。`)
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/InventoryStockCountPanel.tsx","78","decide","","setNotice('请填写至少2字的退回原因')
setBusy(true)
setNotice(action === 'approve' ? '盘点已审核通过，库存已按差异更新' : '盘点已退回，库存未改变')
setReasons(current => { const next = { ...current }; delete next[count.id]; return next })
setRevision(value => value + 1)
setNotice(current => `${current}；库存汇总暂未刷新，请刷新核对。`)
setNotice(reason instanceof Error ? reason.message : '审核结果尚未确认，请刷新核对；再次操作沿用原请求')
setRevision(value => value + 1)
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/item-after-sales-api.ts","59","request","","setTimeout(()=>controller.abort(),25_000)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/ItemAfterSalesPanel.tsx","11","ItemAfterSalesPanel","api.pending(itemId)","","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/ItemAfterSalesPanel.tsx","41","refresh","api.pending(itemId)","setRefreshDelayed(false)
setRefreshDelayed(true)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/ItemAfterSalesPanel.tsx","51","run","","setBusy(true)
setError('')
setNotice('')
setNeedsRefresh(true)
setNotice('处理结果已确认，正在更新商品')
setNotice('商品处理进度已更新')
setError(committed?'操作已经成功，最新商品状态暂未读回。请刷新商品状态，不用再次提交。':error instanceof Error?error.message:'结果待确认，请恢复原操作')
setNeedsRefresh(true)
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/ItemAfterSalesPendingPanel.tsx","21","load","api.listPending(more?data?.nextCursor??undefined:undefined)","setBusy(true)
setError('')
setData(current=>more&&current?{...value,items:[...current.items,...value.items.filter(item=>!current.items.some(existing=>existing.caseId===item.caseId))]}:value)
setExpanded(more)
setRefreshDelayed(false)
setError(error instanceof Error?error.message:'待处理商品暂未读取')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/ItemAfterSalesPendingPanel.tsx","32","refresh","api.listPending()","setData(value)
setRefreshDelayed(false)
setRefreshDelayed(true)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/LaunchPopupPanel.tsx","9","load","api.getEndpoint<{data:Policy}>('/api/staff/launch-popup')","setValue(response.data)
setProducts(catalog as {id:string;name:string}[])","SYS-296","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
